Index_novo,product_id,title_orig,price,retail_price,units_sold,uses_ad_boosts,rating,rating_count,rating_five_count,rating_four_count,rating_three_count,rating_two_count,rating_one_count,tags,product_color,product_variation_inventory,countries_shipped_to,inventory_total,merchant_rating_count,merchant_rating,units_sold_EscalaFix,rating_Base1000Fix,product_color_GroupedColourFix,product_color_GroupedByImpactFix,urgency_textTierFix,badges_countFix,badge_local_productFix,badge_product_qualityFix,badge_fast_shippingFix,uses_ad_boostsFix,shipping_option_nameFix,shipping_option_priceFix,shipping_is_expressFix,product_variation_size_idFix,tagsTypesFix,tagsMaterialFix,has_urgency_bannerFix,origin_countryFix,retail_price_DifFix,retail_price_DIFP_Fix,uses_ad_boosts_Fix
75,5ed0dfc51fa8446451b19c0d,Fashion Women Sleeveless Lace Vest Loose V Neck Solid Silk  Lady Casual Sexy Black Tank Tops,8,33,10,0,5,0,0,0,0,0,0,"Vest,Fashion,Lace,V-neck,Women's Fashion,lacebra,sexy,silk,Casual,Women,Tank,Necks,casualsuspendertop,lace top,Tops,lace vest,slingtop,black,sleeveless",black,50,25,50,1496,4.169786096,1. Micro(10),1000,Preto,4. Alto Impacto,None,0,FALSE,FALSE,FALSE,0,Standard Delivery,2. Barato,2. Normal,06. P (S),"Top, Colete","Algodão/Poliéster, Renda, Renda/Poliéster, Poliéster/Elastano, Algodão",FALSE,CN,retail_maior,312,FALSE
76,5eb0f23c904507255ca6530c,New trend round neck heart-shaped t-shirt casual loose tops women cute funny t-shirt plus size,9,33,50,1,4.5,4,2,2,0,0,0,"blouse,Summer,Plus Size,Shirt,Heart,womens shirt,print shirt,Tops,short sleeves,Round neck,Funny,Women's Fashion,cute,Women,Casual,Necks",white,50,41,50,8397,4.120281053,2. Baixo(100),900,Branco,1. Baixo Impacto,None,0,FALSE,FALSE,FALSE,1,Standard Delivery,2. Barato,2. Normal,06. P (S),"Blusa, Camisa, Camiseta, Top","Poliéster/Viscose, Algodão/Poliéster, Poliéster, Algodão",FALSE,CN,retail_maior,267,TRUE
77,5e4267d60640954a435e64f5,Women Fashion Short Jumpsuit Spaghetti Strap Sleeveless Rompers Summer One Piece Set Casual Summer Outfits,7,6,100,0,4.26,53,30,14,5,1,3,"Summer,Shorts,Women,shortromper,Spaghetti,onepiece,Spaghetti Strap,One-Piece Suits,shortjumpsuit,Women's Fashion,Fashion,Casual,summerjumpsuit,sleeveless,Rompers,women Jumpsuit,playsuit,jumpsuit",armygreen,50,31,50,2055,3.837956204,2. Baixo(100),852,Verde,3. Médio Impacto,Scarcity,0,FALSE,FALSE,FALSE,0,Standard Delivery,2. Barato,2. Normal,06. P (S),"Macacão, Shorts, Conjunto/Terno","Algodão/Poliéster, Poliéster/Elastano, Poliéster/Algodão, Algodão",TRUE,CN,price_maior,-14,FALSE
78,5b29e5b5080ea2661b2287f6,New Fashion Women Casual Shorts Suit Summer Tie-dye Print Halter Bandage Sleeveless Backless Crop Top and Elastic Waist Shorts Pants Two Piece Set,11,10,10000,0,4.24,1045,644,183,114,38,66,"bandage top,Fashion,crop top,Halter,Summer,Women Set,elasticwaistshort,Women's Fashion,elastic waist,Casual,Women,Shorts,Waist,Elastic,Tops,pants,shortssuit,backless,Suits,Print,sleeveless,twopiecesset",purple,50,36,50,9200,4.289673913,4. Alto(10000),848,Roxo,3. Médio Impacto,None,0,FALSE,FALSE,FALSE,0,Standard Delivery,2. Barato,2. Normal,06. P (S),"Calça, Shorts, Conjunto/Terno, Top","Poliéster/Elastano, Algodão/Poliéster, Elastano, Poliéster, Poliéster/Algodão, Algodão",FALSE,CN,price_maior,-9,FALSE
79,5eafcf8a1f07813cd5404b52,Good Vibes Shirt Summer Shirt Rainbow Shirt Rainbow Pattern Shirt Letter Print Shirt Round Neck Short Sleeve Shirt Splicing Shirt Solid Colour Cotton Shirt Slim Fit Top Plus Size S-5XL,8,92,100,0,3.56,16,6,5,0,2,3,"Summer,Plus Size,letter print,print shirt,summer t-shirts,short sleeves,Women's Fashion,Fashion,slimtop,slim,Women Fashion,Necks,rainbow,Shorts,Cotton Shirt,Shirt,Sleeve,graphic tee,Tops,Slim Fit,Round neck,women shirt,Tops & T-Shirts,Print,Cotton",yellow,50,55,50,7076,3.968061051,2. Baixo(100),712,Laranja/Amarelo,3. Médio Impacto,None,0,FALSE,FALSE,FALSE,0,Standard Delivery,2. Barato,2. Normal,06. P (S),"Camisa, Camiseta, Shorts, Top","Algodão, Algodão/Poliéster, Poliéster, Algodão/Elastano",FALSE,CN,retail_maior,1050,FALSE
80,5c91e1ecb14bfa747e277427,2019 Women's Fashion Swimwear Two Pieces Split Bikini Set Summer Printed Beach Bathing Swimsuits,5.83,5,10000,1,4.22,2055,1162,488,212,83,110,"Summer,sexy bathing suit,Bikinis Set,Swimwear,Swimsuit,Bikini,splitbikiniset,Fashion,Two Pieces,printed,Women's Fashion,Beach,splits",whitefloral,1,35,50,126370,4.146957347,4. Alto(10000),844,Multicor/Estampado,1. Baixo Impacto,None,0,FALSE,FALSE,FALSE,1,Standard Shipping,2. Barato,2. Normal,06. P (S),"Biquíni, Maiô/Biquíni, Moda Praia","Algodão/Poliéster, Nilon/Elastano, Poliéster, Poliéster/Elastano, Algodão",FALSE,CN,price_maior,-14,TRUE
81,5ccd341e8cc067595fcba7c4,S-6XL Summer Cotton Plus Size Women Fashion Loose Casual Sleeveless Striped Sling Mini Dress,8,7,1000,0,3.42,373,144,57,60,35,77,"Summer,Plus Size,Mini,Dress,Mini dress,Women's Fashion,Fashion,slingdres,sleeveless,women dress,Striped,Women,Casual,Cotton",pink,50,63,50,1322,3.965204236,3. Médio(1000),684,Rosa,3. Médio Impacto,None,0,FALSE,FALSE,FALSE,0,Standard Delivery,2. Barato,2. Normal,06. P (S),Vestido,"Algodão/Poliéster, Algodão, Poliéster/Elastano",FALSE,CN,price_maior,-12,FALSE
82,5ec773b5967eb036b2c2e668,7 Colors Tops 2018 Women Lady Sexy Summer Sleeveless Top Blouse Lace Vest Tank Shirt,5.77,5,100,1,4,4,1,2,1,0,0,"blouse,Summer,Vest,Plus Size,Tank,Lace,Women Skirts,Shirt,Dress,Plus size top,Tops,lace blouse,Women's Fashion,Fashion,sleeveless,blousesampshirt,sexy,Women,Casual,Cotton",armygreen,45,31,50,8996,3.915740329,2. Baixo(100),800,Verde,3. Médio Impacto,Scarcity,0,FALSE,FALSE,FALSE,1,Standard Delivery,2. Barato,2. Normal,06. P (S),"Blusa, Vestido, Camisa, Top","Poliéster/Viscose, Algodão/Poliéster, Algodão, Renda, Poliéster/Elastano",TRUE,CN,price_maior,-13,TRUE
83,5de079e771151e6e9e85ee05,XS-8XL Women's Fashion Summer Sleeveless Floral Printing Sling Dress Deep V-Neck Slim Fit Big Swing Beach Skirts Loose Casual Long Maxi Dresses Ladies Plus Size Party Dresses,5.9,5,10000,0,3.64,1933,867,298,299,151,318,"Summer,Fashion,plus size dress,Dress,slim,V-neck,Women's Fashion,Plus Size,sleeveless,Floral,Party Dresses,Skirts,Casual,casual dress,Deep V-Neck,party,Slim Fit,print dress,Evening Dress,Ladies,women dress,Beach",grey,4,30,50,2366,3.951817413,4. Alto(10000),728,Cinzento,2. Baixo a Médio Impacto,None,0,FALSE,FALSE,FALSE,0,Standard Delivery,2. Barato,2. Normal,05. P (XS),Vestido,"Algodão/Poliéster, Algodão/Viscose, Poliéster/Elastano, Poliéster/Viscose, Poliéster, Algodão/Elastano, Algodão",FALSE,CN,price_maior,-15,FALSE
84,5e97e0c7cb3cec329c7b4e98,Sexy Women Solid Color Strappy Mini Dress Summer Fashion Sleeveless Short Dress Plus Size,6,20,100,0,3.08,13,4,2,2,1,4,"strappydre,Mini,summer dress,short dress,Summer,Shorts,Dress,Slim Fit,V-neck,Mini dress,Women's Fashion,Sleeveless dress,strappy,Plus Size,Sexy Dress,solid color,sexy,Fashion,sleeveless,Women",red,50,43,50,2776,3.931195965,2. Baixo(100),616,Vermelho,4. Alto Impacto,None,0,FALSE,FALSE,FALSE,0,Standard Delivery,2. Barato,2. Normal,06. P (S),"Vestido, Shorts","Algodão/Poliéster, Poliéster/Elastano, Algodão/Viscose, Algodão/Elastano, Algodão",FALSE,CN,retail_maior,233,FALSE
85,5ad987d8918dae087d633040,2018 Summer Fashion Women Tank Tops Sexy Women Sleeveless Crop Tops Casual Style Women Cotton Print Lace Stitching Irregular Blouse Tops（S-5XL),7,6,50000,1,4.41,17444,11548,3191,1632,507,566,"blouse,Summer,Plus Size,Tank,Lace,Tops,topsamptshirt,tank top,Women's Fashion,Fashion,Loose,topsampblouse,Print,sleeveless,sexy,Cotton,Casual,Women",green,2,35,50,126370,4.146957347,6. Crítico(>20000),882,Verde,3. Médio Impacto,None,1,FALSE,TRUE,FALSE,1,Standard Delivery,2. Barato,2. Normal,07. M,"Blusa, Camisa, Regata, Top","Poliéster/Viscose, Algodão/Poliéster, Algodão, Renda, Poliéster, Poliéster/Elastano",FALSE,CN,price_maior,-14,TRUE
86,5cc67417a01bbd6b6c066df2,New Summer Womens Fashion Plus Size Tops Trendy Sleeve Feather Print Lace Up V-neck Off Shoulder Blouse &Shirts S-5XL ,8,7,10000,1,3.7,1404,593,278,232,124,177,"blouse,Summer,Fashion,Lace,Tops,Loose,V-neck,Women's Fashion,Lace Up,Print,Short Sleeved,feather,Casual,Shirt",pink,1,48,50,4178,3.937529919,4. Alto(10000),740,Rosa,3. Médio Impacto,None,0,FALSE,FALSE,FALSE,1,Standard Delivery,2. Barato,2. Normal,07. M,"Blusa, Camisa, Top","Poliéster/Viscose, Algodão/Poliéster, Renda, Poliéster, Algodão",FALSE,CN,price_maior,-12,TRUE
87,5d0b4268d5c8e1784b6e23b4,Plus Size Summer Women Casual Dresses Deep V Neck Floral Printed Fold Sling Dresses,12,11,1000,0,3.81,341,163,63,48,21,46,"Deep V-Neck,Summer,slingdresse,Plus Size,Floral,Necks,women dresses,Dresses,vestdresse,floralprinted,Women's Fashion,printed,Dress,summer dresses,tunicdresse,Casual,Women",black & green,50,13,50,2248,4.150355872,3. Médio(1000),762,Multicor/Estampado,3. Médio Impacto,None,0,FALSE,FALSE,FALSE,0,Standard Delivery,2. Barato,2. Normal,06. P (S),"Vestido, Túnica","Algodão/Poliéster, Poliéster/Elastano, Poliéster/Viscose, Poliéster, Algodão/Viscose, Algodão",FALSE,CN,price_maior,-8,FALSE
88,5c061cf358603c4b35a19363,Women's 2019 Fashion Bandage SwimSuits Colorblock Bikini Sets Beachwear,5.78,8,20000,1,4,3975,2054,774,576,242,329,"bathing suit,two piece swimsuit,bikini set,Swimwear,Swimsuit,Bikini,bandage bikini,Push up bikini,Beach",pink,50,29,50,6555,4.184134249,5. Muito Alto(20000),800,Rosa,3. Médio Impacto,None,0,FALSE,FALSE,FALSE,1,Standard Shipping,2. Barato,2. Normal,05. P (XS),"Biquíni, Maiô/Biquíni, Moda Praia","Algodão/Poliéster, Nilon/Elastano, Algodão",FALSE,CN,retail_maior,38,TRUE
89,5e5f5289a950c34147f0d94b,Women Fashion Leopard Lips Crewneck Tee Short Sleeve Casual T-shirt,12,17,5000,0,3.94,387,189,76,67,21,34,"Summer,Fashion,cottontee,Sleeve,Tops & Tees,Leopard,short sleeves,Shorts,Round neck,T Shirts,lipsshirt,lip,Tops & T-Shirts,Casual Tops,Women's Fashion,Casual,Women Fashion,Women",white,50,43,50,1288,3.97826087,4. Alto(10000),788,Branco,1. Baixo Impacto,None,0,FALSE,FALSE,FALSE,0,Standard Delivery,2. Barato,2. Normal,06. P (S),"Top, Camisa, Camiseta, Shorts","Algodão/Poliéster, Algodão",FALSE,CN,retail_maior,42,FALSE
90,5cf5e44b3c8b9e101a5db52c,NEW Women Summer Floral Printed  Sleeveless Dress Sling Dress V-neck Backless Dress ,11,10,20000,1,4.07,3070,1635,642,392,177,224,"Sleeveless dress,Summer,Dresses,Dress,slingdre,Floral dress,Women's Fashion,Party Dress,backless,V-neck,bohemian dress,Floral,summer dresses,printed,Women,sleeveless,casual dress",floral,50,35,50,12974,3.965700632,5. Muito Alto(20000),814,Multicor/Estampado,4. Alto Impacto,None,0,FALSE,FALSE,FALSE,1,Standard Delivery,2. Barato,2. Normal,08. G (L),Vestido,"Poliéster/Elastano, Algodão/Poliéster, Algodão/Viscose, Poliéster/Viscose, Poliéster, Algodão",FALSE,CN,price_maior,-9,TRUE
91,5d78eb19cc404c03393c83b5,Summer Women Fashion Short Dress Sleeveless Waist Dress Camouflage Dress Bodycon Slim Fit Dress Plus Size S-5XL,8,51,100,0,4.29,31,19,5,5,1,1,"Summer,Plus Size,Dress,slim,short dress,Mini dress,Women's Fashion,Fashion,sleeveless,Party Dresses,Bodycon Dress,Women Fashion,casual dress,Shorts,Waist,Slim Fit,camouflage,Sleeveless dress,t,women dress,Women",pink,50,43,50,5846,3.832535067,2. Baixo(100),858,Rosa,3. Médio Impacto,None,1,FALSE,TRUE,FALSE,0,Standard Delivery,2. Barato,2. Normal,06. P (S),"Vestido, Shorts","Poliéster/Elastano, Algodão/Poliéster, Algodão/Viscose, Poliéster, Algodão/Elastano, Algodão",FALSE,CN,retail_maior,538,FALSE
93,544b079d1280fa28eee9b380,Women Stretchy Camisole Spaghetti Strap Long Tank Top Slip Mini Dress 4Color SIZE XXL is available Now ,5.77,48,100000,0,4.1,20744,11184,4152,2919,1174,1315,"Mini,Strapless Dress,Spaghetti Strap,Tank,Tops,slim,tank top,Mini dress,Women's Fashion,Fashion,Women,Dress,sleevelessdresse,bodycon,Spaghetti,Casual,casual dress",black,50,46,50,330405,4.067347649,6. Crítico(>20000),820,Preto,4. Alto Impacto,None,0,FALSE,FALSE,FALSE,0,Standard Delivery,2. Barato,2. Normal,05. P (XS),"Vestido, Regata, Top","Algodão/Poliéster, Algodão/Viscose, Poliéster/Elastano, Algodão/Elastano, Algodão",FALSE,CN,retail_maior,732,FALSE
94,5b35cab04f75026255f2364a,COMENII Women Summer Tunics T-shirt Dresses Fold Casual  robe femme Loose Swing Flare Short Sleeves Dress Beach Dress Sexy O-neck Plus Size Tank Tops Dress Pocket Dress Ruffles Party Mini Dress Ladies Fashion Solid Color Pleated Cotton Dress,9,8,20000,0,3.7,3820,1726,654,568,324,548,"Summer,short sleeve dress,Mini,Pleated,t-shirt dress,beach dress,Fashion,pocketsdres,summer dresses,Casual,Cotton,Ladies Fashion,Tops,Ladies,women dress,Robes,Women,Beach,Plus Size,ruffle,Dress,short sleeves,Mini dress,Pocket,Women's Fashion,party,sexy,casual dress,Shorts,Tank,Sleeve,T Shirts,Cotton Dress,loose dress",grey,44,20,50,15748,4.064643129,5. Muito Alto(20000),740,Cinzento,2. Baixo a Médio Impacto,None,0,FALSE,FALSE,FALSE,0,Standard Delivery,2. Barato,2. Normal,07. M,"Vestido, Robe, Camisa, Camiseta, Shorts, Top","Algodão/Poliéster, Algodão/Viscose, Algodão, Viscose/Algodão, Poliéster/Elastano, Poliéster, Poliéster/Algodão",FALSE,CN,price_maior,-11,FALSE
95,5ebe0ead593b960eb1c82d0b,Summer Women's Fashion Short Sleeve T Shirt Ladies Female V-neck Hollow Out Casual Loose Blouse Plus Size Tops,1.72,2,100,1,3.77,30,15,3,5,4,3,"blouse,Summer,Plus Size,Shirt,Sleeve,Tops,Loose,short sleeves,V-neck,T Shirts,Shorts,Fashion,Ladies,Women's Fashion,Casual,Women",fluorescentgreen,10,48,50,32168,3.884543646,2. Baixo(100),754,Verde,3. Médio Impacto,None,0,FALSE,FALSE,FALSE,1,Standard Delivery,2. Barato,2. Normal,05. P (XS),"Blusa, Camisa, Camiseta, Shorts, Top","Poliéster/Viscose, Algodão/Poliéster, Algodão",FALSE,CN,retail_maior,16,TRUE
96,5e958754a9136f26ddb12929,Women s New Fashion Solid Color Pants Loose Casual Trousers Wide Leg Pants,1.86,9,100,1,3.57,42,17,9,4,5,7,"Summer,Fashion,pants,widelegpant,Women's Fashion,trousers,solid color,Wool,Casual,Women",pink,2,40,50,7248,3.943018764,2. Baixo(100),714,Rosa,3. Médio Impacto,Scarcity,0,FALSE,FALSE,FALSE,1,Standard Delivery,2. Barato,2. Normal,05. P (XS),Calça,"Algodão/Poliéster, Algodão",TRUE,CN,retail_maior,384,TRUE
97,5eb8b430e015797901090ac0,New Summer Fashion Women Striped Stitching Stranger Things Print Tracksuit Stranger Things Clothes 2 Piece Set Woman Sports Suits Shorts Crop Tops   Shorts Pants Outfit,14,92,100,1,4.54,13,10,2,0,0,1,"Summer,Two-Piece Suits,women crop top,pants,Tops,track suit,Outfits,Women's Fashion,Shorts,Clothes,Suits,Print,Women,short sleeve shirt,Sport,Fashion,Striped,Sports Wear,sexy Women's Fashion",black,50,36,50,54,4.185185185,2. Baixo(100),908,Preto,4. Alto Impacto,None,0,FALSE,FALSE,FALSE,1,Standard Delivery,2. Barato,2. Normal,05. P (XS),"Calça, Camisa, Shorts, Conjunto/Terno, Top","Algodão/Poliéster, Poliéster, Poliéster/Elastano, Poliéster/Algodão, Algodão",FALSE,CN,retail_maior,557,TRUE
98,5e7f13c2bd7ab15d52e9b5f9,Plus Size Women's Fashion Loose Casual V neck Wave point Floral print splice Summer Vest camisole,3.69,4,1000,0,3.64,212,95,33,32,16,36,"Summer,Vest,Plus Size,Floral print,splice,Loose,V-neck,Floral,Women's Fashion,Fashion,wavepoint,Print,Casual,Necks",red,5,24,50,1559,4.039127646,3. Médio(1000),728,Vermelho,4. Alto Impacto,None,0,FALSE,FALSE,FALSE,0,Standard Delivery,2. Barato,2. Normal,05. P (XS),Não Especificado,"Algodão/Poliéster, Poliéster/Viscose, Poliéster, Algodão",FALSE,CN,retail_maior,8,FALSE
100,5e9d55038d475a01721c1c7f,Men Cotton Overalls Camouflage Loose Shorts Elasticity Waist Pants,11,30,100,1,4.11,28,17,4,3,1,3,"Shorts,Waist,Casual pants,pants,summer shorts,Men,5pointspant,camouflage,Men's Fashion,Beach Shorts,t,Men Shorts,cargoshort,camouflageshort,Cotton",orange & camouflage,2,45,50,9541,4.210460119,2. Baixo(100),822,Multicor/Estampado,3. Médio Impacto,None,2,TRUE,FALSE,TRUE,1,Standard Delivery,2. Barato,2. Normal,08. G (L),"Calça, Shorts","Algodão/Poliéster, Algodão",FALSE,CN,retail_maior,173,TRUE
101,5eaa6d9c8d99eb3ec06709f4,6 Colors Autumn Summer Ladies Casual Loose Solid Tank Jumpsuit Long Suspender Overalls Bib Pants Plus Size S-5XL,9,8,100,1,3.18,72,17,19,12,8,16,"Summer,trousers,Tank,pants,Spring,Overalls,Women's Fashion,Fashion,black,Ladies,sleeveless,Wool,women Jumpsuit,Casual,jumpsuit",red,10,26,50,288,3.729166667,2. Baixo(100),636,Vermelho,4. Alto Impacto,None,0,FALSE,FALSE,FALSE,1,Standard Delivery,2. Barato,2. Normal,06. P (S),"Macacão, Jardineira/Macacão, Calça","Algodão/Poliéster, Denim, Algodão",FALSE,CN,price_maior,-11,TRUE
102,5a5db5398988991d7f7aec44,2018 6 Color Summer Women’s New Fashion Sexy Cute Whiskey Print Lace Patchwork Spaghetti Strap T-Shirts Slim Bodycon Off The Shoulder Short Sleeve Blouse Casual Cotton Outdoor Tops Plus Size S-XXXXL,6,8,10000,0,3.96,1338,685,257,187,72,137,"Summer,off shoulder top,Plus Size,Lace,cute,topsamptshirt,short sleeves,cottontop,T Shirts,Outdoor,sexy,topsampblouse,slimtop,slim,Casual,Women Fashion,Cotton,blouse,Spaghetti,Shorts,Sleeve,lace top,Tops,spaghettistraptshirt,Print,Casual Tops,jackdanielsprinttop,Fashion",black,50,43,50,54504,3.80168428,4. Alto(10000),792,Preto,4. Alto Impacto,None,0,FALSE,FALSE,FALSE,0,Standard Delivery,2. Barato,2. Normal,08. G (L),"Blusa, Top, Camisa, Camiseta, Shorts","Poliéster/Viscose, Algodão/Poliéster, Algodão, Renda, Renda/Poliéster, Poliéster/Elastano, Poliéster, Algodão/Elastano",FALSE,CN,retail_maior,33,FALSE
103,5e9fff5de4df1d32ef2ca70c,2020 Men Summer Fashion Brand Summer Suits Casual Athletic Set Short Sleeve Tracksuits 2Pc: Shorts T-shirts,20,17,100,1,2.8,15,2,3,5,0,5,"Mens T Shirt,Fashion,Men's Fashion,Sleeve,Summer,Athletics,tshirtshort,Men,summer shorts,short sleeves,Casual,Cool T-Shirts,sportsshort,Shorts,fashionbrandsuit,3D T-shirt,fashion brand,men's shorts,menssummersuit,T Shirts",green,50,36,50,67,3.298507463,2. Baixo(100),560,Verde,3. Médio Impacto,None,0,FALSE,FALSE,FALSE,1,Standard Delivery,3. Médio,2. Normal,06. P (S),"Camiseta, Camisa, Shorts","Algodão/Poliéster, Algodão",FALSE,CN,price_maior,-15,TRUE
104,5a4b9eba2b0a1c3062666033,Women Summer Off Shoulder V-neck Bow Top Cotton Casual Stretch Slim Fitted T-Shirt,5.66,5,5000,0,3.89,1161,558,242,159,75,127,"Tops & Tees,Fashion,Slim T-shirt,Summer,Tops,bowtop,Women's Fashion,V-neck,Short top,womenhotshirt,T Shirts,Women S Clothing,off shoulder,Women,sexy,Bow,slim,Casual,Fitted,Cotton",black,50,42,50,99283,4.285597736,4. Alto(10000),778,Preto,4. Alto Impacto,Scarcity,0,FALSE,FALSE,FALSE,0,Standard Delivery,2. Barato,2. Normal,06. P (S),"Camisa, Camiseta, Top","Algodão/Poliéster, Algodão, Poliéster/Elastano, Algodão/Elastano",TRUE,CN,price_maior,-12,FALSE
105,5e1bd924d7be4445acfa8c6d,Pnma Men Summer Quick Dry Shorts Mens Swim Beach Shorts Swim Shorts Beach Wear Sports Gym,8,65,100,0,3.97,29,18,1,5,1,4,"runningshort,Beach Shorts,beachpant,Bottom,sailboatshort,Shorts,Sport,beach swimwear,Men's Fashion,Puma,Summer,Men Shorts,men's shorts,surfshort,Beach,Men",white,1,33,50,239,3.882845188,2. Baixo(100),794,Branco,1. Baixo Impacto,None,0,FALSE,FALSE,FALSE,0,Standard Delivery,2. Barato,2. Normal,06. P (S),"Parte de Baixo, Shorts, Moda Praia","Algodão/Poliéster, Nilon/Elastano, Algodão",FALSE,CN,retail_maior,712,FALSE
106,5c5fc9a63af7386b63c00d25,New Fashon Women Summer Sleeveless Spaghetti Strap Beach Dress Dresses for Women Casual Floral Print Party Dress,8,7,1000,1,3.61,668,254,155,102,61,96,"Summer,womens dresses,Dress,Spaghetti Strap,Floral dress,kleider,beach dress,Party Dress,party,Floral,summer dresses,Spaghetti,Casual,casual dress,tunic,saty,Women's Fashion,Floral print,Print,sleeveless,sexy,Women,Beach",lightyellow,10,39,50,40616,4.098557219,3. Médio(1000),722,Laranja/Amarelo,3. Médio Impacto,None,0,FALSE,FALSE,FALSE,1,Standard Delivery,2. Barato,2. Normal,04. PP (XXS),"Vestido, Túnica","Algodão/Poliéster, Algodão/Viscose, Poliéster/Viscose, Poliéster, Poliéster/Elastano, Algodão",FALSE,CN,price_maior,-12,TRUE
107,5e6bbe2bb683599ccbb78637,2020 Fashion Brand Printed Short Pants Casual Jogging Slim Fit Trousers Mens Sports,6,6,1000,1,3.82,134,62,26,23,6,17,"Fashion,fit,pants,Brand,slim,Short pants,jogging,Shorts,printed,Men,Sport,Casual,trousers,Slim Fit",grey,1,35,50,670,3.844776119,3. Médio(1000),764,Cinzento,2. Baixo a Médio Impacto,None,0,FALSE,FALSE,FALSE,1,Standard Delivery,2. Barato,2. Normal,06. P (S),"Calça, Shorts","Algodão/Poliéster, Poliéster, Algodão/Elastano, Algodão",FALSE,CN,iguais,0,TRUE
108,5b1f9afe694fab75ca9fa8ea,Summer Cool Leaf Printed Bikini Set Women Fashion Beach Swimsuit,11,10,5000,0,3.96,1556,743,338,258,110,107,"bathing suit,bandage swimsuit,Fashion,leaf,bikini set,Summer,womenbra,Women's Fashion,strappy bikini,Swimsuit,Bikini,Two Pieces,printed,printedswimwear,Women,Beach,Swimming",black,50,23,50,4610,4.252711497,4. Alto(10000),792,Preto,4. Alto Impacto,None,0,FALSE,FALSE,FALSE,0,Standard Delivery,2. Barato,2. Normal,06. P (S),"Biquíni, Maiô/Biquíni, Moda Praia","Algodão/Poliéster, Nilon/Elastano, Poliéster, Poliéster/Elastano, Algodão",FALSE,CN,price_maior,-9,FALSE
109,5e9915ef9fae4f26f32f15df,New Women's Fashion Summer Dress Floral Print Sleeveless Knee Length Dresses Ladies Loose Casual Spaghetti Strap Dress Plus Size,7,6,1000,1,4.2,107,66,13,18,3,7,"Summer,Plus Size,Dress,Spaghetti Strap,Ladies,Women's Fashion,Fashion,Floral,knee,Spaghetti,Casual,Floral print,summer dress,women's dress,Print,sleeveless",white,3,26,50,247,3.943319838,3. Médio(1000),840,Branco,1. Baixo Impacto,None,0,FALSE,FALSE,FALSE,1,Standard Delivery,2. Barato,2. Normal,05. P (XS),Vestido,"Algodão/Poliéster, Poliéster/Viscose, Poliéster, Poliéster/Elastano, Algodão/Viscose, Algodão",FALSE,CN,price_maior,-14,TRUE
110,5c78151c27202a28a75752b7,Casual Women Crew Neck Short Sleeve Leaf Printed Loose Mini Dress Summer,11,10,10000,0,3.77,1694,725,376,272,112,209,"Summer,womens dresses,leaf,short dress,Sleeve,Mini,Dress,Loose,short sleeves,Mini dress,Necks,Women's Fashion,Shorts,leafprint,printed,Tops & T-Shirts,Women,Casual,casual dress",red,50,31,50,13946,4.00014341,4. Alto(10000),754,Vermelho,4. Alto Impacto,None,0,FALSE,FALSE,FALSE,0,Standard Delivery,2. Barato,2. Normal,05. P (XS),"Vestido, Camisa, Camiseta, Shorts, Top","Algodão/Poliéster, Algodão/Viscose, Poliéster, Poliéster/Elastano, Algodão",FALSE,CN,price_maior,-9,FALSE
111,5e743eded2656b046017c719,2020 Women Fashion V-neck Solid Color Slim Fit Casual Cotton Two Pieces Sports Wear,5.81,30,100,0,2.61,18,3,2,5,1,7,"Summer,Shorts,Slim Fit,slim,twopiecesoutfit,V-neck,Women's Fashion,Fashion,tank top,Women,sexy,Sport,Casual,Women Fashion,Cotton",green,3,41,50,26473,3.8947607,2. Baixo(100),522,Verde,3. Médio Impacto,Scarcity,0,FALSE,FALSE,FALSE,0,Standard Delivery,2. Barato,2. Normal,05. P (XS),"Shorts, Regata","Algodão/Poliéster, Algodão, Poliéster/Elastano, Algodão/Elastano",TRUE,CN,retail_maior,416,FALSE
112,5acb7ae3a69e662bb0133546,Classic Women Backless Lace Hollow Out Halter Neck Mini Evening Party Dress,14,12,10000,0,3.93,2946,1427,614,452,180,273,"Mini,halter dress,Necks,Cocktail dresses,Halter,Dress,Lace Dress,backless dress,Mini dress,Women's Fashion,Party Dress,prom dress,retro,Ladies,sexy,sexy lace,backless",blue,36,26,50,32858,3.885537769,4. Alto(10000),786,Azul,3. Médio Impacto,Scarcity,0,FALSE,FALSE,FALSE,0,Standard Delivery,2. Barato,2. Normal,13. Plus Size (5XL),Vestido,"Poliéster/Elastano, Algodão/Poliéster, Renda, Poliéster, Algodão",TRUE,CN,price_maior,-14,FALSE
113,5eb90ab5ad67f63678d15ed9,Womens Summer Fashion Lip Print 2pc Set Ladies Casual Round Neck Short Sleeve T Shirt and Shorts,5,51,10,0,5,0,0,0,0,0,0,"Summer,Shorts,Shirt,Sleeve,sportsset,short sleeves,Two piece set,lipprint,Ladies,women shorts,Fashion,lip,women t shirt,Round neck,Casual,Print,tracksuitsforwomen,runningset,Necks",black,1,36,50,295,3.989830508,1. Micro(10),1000,Preto,4. Alto Impacto,None,0,FALSE,FALSE,FALSE,0,Standard Delivery,2. Barato,2. Normal,05. P (XS),"Camisa, Camiseta, Shorts, Conjunto/Terno","Algodão/Poliéster, Poliéster, Poliéster/Algodão, Algodão",FALSE,CN,retail_maior,920,FALSE
